timestamp_ms,target_x,target_y,target_z,real_x,real_y,real_z,error,base_deg,shoulder_deg,elbow_deg,torque_shoulder,torque_elbow,limit_shoulder,limit_elbow,torque_base,limit_base
2938,30.0,-0.87,7.0,30.017,-0.864,6.574,0.4262,-1.65,35.33,-82.05,11.71,4.33,54.0,8.1,0.12,2.02
2939,30.0,-0.858,7.0,30.004,-0.886,6.552,0.4487,-1.69,35.31,-82.09,11.71,4.33,54.0,8.1,0.12,2.02
2940,30.0,-0.846,7.0,29.988,-0.897,6.548,0.4551,-1.71,35.33,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
2941,30.0,-0.834,7.0,30.006,-0.806,6.5,0.501,-1.54,35.2,-82.07,11.71,4.33,54.0,8.1,0.12,2.02
2942,30.0,-0.822,7.0,30.002,-0.863,6.529,0.4726,-1.65,35.27,-82.09,11.71,4.33,54.0,8.1,0.12,2.02
2943,30.0,-0.81,7.0,30.024,-0.795,6.527,0.4737,-1.52,35.22,-82.0,11.71,4.33,54.0,8.1,0.12,2.02
2944,30.0,-0.798,7.0,29.985,-0.782,6.49,0.51,-1.49,35.22,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
2945,30.0,-0.786,7.0,29.994,-0.794,6.53,0.4699,-1.52,35.29,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2946,30.0,-0.774,7.0,29.996,-0.748,6.542,0.459,-1.43,35.31,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2947,30.0,-0.762,7.0,29.994,-0.771,6.571,0.4291,-1.47,35.38,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
2948,30.0,-0.75,7.0,30.038,-0.703,6.642,0.3627,-1.34,35.44,-82.0,11.71,4.33,54.0,8.1,0.12,2.02
2949,30.0,-0.738,7.0,29.995,-0.794,6.542,0.4617,-1.52,35.31,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2950,30.0,-0.726,7.0,29.973,-0.793,6.521,0.4847,-1.52,35.31,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
2951,30.0,-0.714,7.0,30.001,-0.736,6.588,0.4128,-1.41,35.4,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2952,30.0,-0.702,7.0,29.986,-0.69,6.531,0.4691,-1.32,35.31,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2953,30.0,-0.69,7.0,29.994,-0.713,6.56,0.4411,-1.36,35.35,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
2954,30.0,-0.678,7.0,30.022,-0.714,6.586,0.4163,-1.36,35.35,-82.05,11.71,4.33,54.0,8.1,0.12,2.02
2955,30.0,-0.666,7.0,29.985,-0.679,6.561,0.4399,-1.3,35.38,-82.2,11.71,4.33,54.0,8.1,0.12,2.02
2956,30.0,-0.654,7.0,30.023,-0.633,6.627,0.3746,-1.21,35.44,-82.07,11.71,4.33,54.0,8.1,0.12,2.02
2957,30.0,-0.642,7.0,29.966,-0.655,6.522,0.4796,-1.25,35.33,-82.27,11.71,4.33,54.0,8.1,0.12,2.02
2958,30.0,-0.63,7.0,29.988,-0.564,6.52,0.485,-1.08,35.29,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2959,30.0,-0.618,7.0,30.013,-0.553,6.616,0.3897,-1.05,35.44,-82.11,11.71,4.33,54.0,8.1,0.12,2.02
2960,30.0,-0.606,7.0,30.009,-0.622,6.593,0.4073,-1.19,35.4,-82.11,11.71,4.33,54.0,8.1,0.12,2.02
2961,30.0,-0.594,7.0,30.006,-0.575,6.599,0.4011,-1.1,35.42,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2962,30.0,-0.582,7.0,30.012,-0.564,6.605,0.396,-1.08,35.42,-82.11,11.71,4.33,54.0,8.1,0.12,2.02
2963,30.0,-0.57,7.0,30.023,-0.53,6.615,0.3877,-1.01,35.42,-82.07,11.71,4.33,54.0,8.1,0.12,2.02
2964,30.0,-0.558,7.0,30.015,-0.576,6.587,0.4138,-1.1,35.38,-82.09,11.71,4.33,54.0,8.1,0.12,2.02
2965,30.0,-0.546,7.0,30.029,-0.553,6.62,0.3807,-1.05,35.42,-82.05,11.71,4.33,54.0,8.1,0.12,2.02
2966,30.0,-0.534,7.0,30.03,-0.53,6.632,0.3693,-1.01,35.44,-82.05,11.71,4.33,54.0,8.1,0.12,2.02
2967,30.0,-0.522,7.0,29.995,-0.541,6.589,0.4116,-1.03,35.42,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2968,30.0,-0.51,7.0,30.028,-0.518,6.609,0.3922,-0.99,35.4,-82.05,11.71,4.33,54.0,8.1,0.12,2.02
2969,30.0,-0.498,7.0,30.006,-0.495,6.588,0.4122,-0.94,35.4,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2970,30.0,-0.486,7.0,29.993,-0.518,6.514,0.4875,-0.99,35.27,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
2971,30.0,-0.474,7.0,30.036,-0.426,6.626,0.3791,-0.81,35.42,-82.02,11.71,4.33,54.0,8.1,0.12,2.02
2972,30.0,-0.462,7.0,30.018,-0.426,6.598,0.4037,-0.81,35.4,-82.09,11.71,4.33,54.0,8.1,0.12,2.02
2973,30.0,-0.45,7.0,30.016,-0.449,6.575,0.4249,-0.86,35.35,-82.09,11.71,4.33,54.0,8.1,0.12,2.02
2974,30.0,-0.438,7.0,30.023,-0.461,6.604,0.3977,-0.88,35.4,-82.07,11.71,4.33,54.0,8.1,0.12,2.02
2975,30.0,-0.426,7.0,30.0,-0.46,6.571,0.4302,-0.88,35.38,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
2976,30.0,-0.414,7.0,30.008,-0.426,6.599,0.4009,-0.81,35.42,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2977,30.0,-0.402,7.0,29.998,-0.426,6.6,0.4003,-0.81,35.44,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2978,30.0,-0.39,7.0,29.996,-0.357,6.566,0.4354,-0.68,35.38,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2979,30.0,-0.378,7.0,29.989,-0.368,6.601,0.3989,-0.7,35.46,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
2980,30.0,-0.366,7.0,29.999,-0.334,6.6,0.4009,-0.64,35.44,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2981,30.0,-0.354,7.0,29.981,-0.368,6.573,0.4275,-0.7,35.42,-82.24,11.71,4.33,54.0,8.1,0.12,2.02
2982,30.0,-0.342,7.0,30.003,-0.38,6.542,0.4597,-0.73,35.31,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2983,30.0,-0.33,7.0,30.009,-0.311,6.588,0.4127,-0.59,35.4,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2984,30.0,-0.318,7.0,29.987,-0.345,6.578,0.4227,-0.66,35.42,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
2985,30.0,-0.306,7.0,29.99,-0.288,6.601,0.3992,-0.55,35.46,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
2986,30.0,-0.294,7.0,29.999,-0.276,6.589,0.4115,-0.53,35.42,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2987,30.0,-0.282,7.0,29.993,-0.265,6.584,0.4168,-0.51,35.42,-82.2,11.71,4.33,54.0,8.1,0.12,2.02
2988,30.0,-0.27,7.0,29.984,-0.276,6.544,0.4564,-0.53,35.35,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
2989,30.0,-0.258,7.0,30.017,-0.253,6.564,0.4365,-0.48,35.33,-82.09,11.71,4.33,54.0,8.1,0.12,2.02
2990,30.0,-0.246,7.0,29.985,-0.207,6.544,0.458,-0.4,35.35,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
2991,30.0,-0.234,7.0,29.971,-0.23,6.51,0.4904,-0.44,35.31,-82.27,11.71,4.33,54.0,8.1,0.12,2.02
2992,30.0,-0.222,7.0,29.999,-0.23,6.589,0.4112,-0.44,35.42,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2993,30.0,-0.21,7.0,29.999,-0.15,6.577,0.4269,-0.29,35.4,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2994,30.0,-0.198,7.0,29.999,-0.23,6.589,0.4123,-0.44,35.42,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2995,30.0,-0.186,7.0,29.986,-0.184,6.555,0.4448,-0.35,35.38,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
2996,30.0,-0.174,7.0,30.019,-0.184,6.628,0.3729,-0.35,35.46,-82.11,11.71,4.33,54.0,8.1,0.12,2.02
2997,30.0,-0.162,7.0,30.009,-0.161,6.576,0.4237,-0.31,35.38,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
2998,30.0,-0.15,7.0,29.994,-0.138,6.531,0.4688,-0.26,35.31,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
2999,30.0,-0.138,7.0,30.01,-0.161,6.588,0.4128,-0.31,35.4,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
3000,30.0,-0.126,7.0,29.986,-0.138,6.555,0.445,-0.26,35.38,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
3001,30.0,-0.114,7.0,30.012,-0.104,6.611,0.3894,-0.2,35.44,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
3002,30.0,-0.102,7.0,29.973,-0.103,6.522,0.4788,-0.2,35.33,-82.27,11.71,4.33,54.0,8.1,0.12,2.02
3003,30.0,-0.09,7.0,29.998,-0.092,6.566,0.4341,-0.18,35.38,-82.18,11.71,4.33,54.0,8.1,0.12,2.02
3004,30.0,-0.078,7.0,29.971,-0.08,6.551,0.4498,-0.15,35.4,-82.29,11.71,4.33,54.0,8.1,0.12,2.02
3005,30.0,-0.066,7.0,29.988,-0.046,6.567,0.4337,-0.09,35.4,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
3006,30.0,-0.054,7.0,30.009,-0.023,6.576,0.4248,-0.04,35.38,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
3007,30.0,-0.042,7.0,29.98,-0.046,6.539,0.4618,-0.09,35.35,-82.24,11.71,4.33,54.0,8.1,0.12,2.02
3008,30.0,-0.03,7.0,29.988,-0.012,6.515,0.4859,-0.02,35.29,-82.2,11.71,4.33,54.0,8.1,0.12,2.02
3009,30.0,-0.018,7.0,29.988,0.0,6.515,0.4858,0.0,35.29,-82.2,11.71,4.33,54.0,8.1,0.12,2.02
3010,30.0,-0.006,7.0,29.997,0.046,6.607,0.3968,0.09,35.46,-82.2,11.71,4.33,54.0,8.1,0.12,2.02
3011,30.0,0.006,7.0,30.012,0.035,6.559,0.4424,0.07,35.33,-82.11,11.71,4.33,54.0,8.1,0.12,2.02
3012,30.0,0.018,7.0,30.001,0.023,6.548,0.4519,0.04,35.33,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
3013,30.0,0.03,7.0,29.993,0.023,6.572,0.4279,0.04,35.4,-82.2,11.71,4.33,54.0,8.1,0.12,2.02
3014,30.0,0.042,7.0,30.005,0.046,6.583,0.4174,0.09,35.4,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
3015,30.0,0.054,7.0,29.977,0.046,6.556,0.4443,0.09,35.4,-82.27,11.71,4.33,54.0,8.1,0.12,2.02
3016,30.0,0.066,7.0,30.03,0.058,6.586,0.4153,0.11,35.35,-82.05,11.71,4.33,54.0,8.1,0.12,2.02
3017,30.0,0.078,7.0,30.001,0.081,6.548,0.4519,0.15,35.33,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
3018,30.0,0.09,7.0,30.008,0.15,6.565,0.4392,0.29,35.35,-82.13,11.71,4.33,54.0,8.1,0.12,2.02
3019,30.0,0.102,7.0,30.002,0.081,6.56,0.4409,0.15,35.35,-82.16,11.71,4.33,54.0,8.1,0.12,2.02
3020,30.0,0.114,7.0,29.992,0.127,6.561,0.4396,0.24,35.38,-82.2,11.71,4.33,54.0,8.1,0.12,2.02
3021,30.0,0.126,7.0,29.987,0.103,6.555,0.4454,0.2,35.38,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
3022,30.0,0.138,7.0,29.99,0.115,6.59,0.4109,0.22,35.44,-82.22,11.71,4.33,54.0,8.1,0.12,2.02
3023,30.0,0.15,7.0,29.996,0.196,6.607,0.396,0.37,35.46,-82.2,11.71,4.33,54.0,8.1,0.12,2.02
3024,30.0,0.162,7.0,29.974,0.195,6.533,0.4685,0.37,35.35,-82.27,10.82,4.33,54.0,8.1,0.12,2.02
3025,30.0,0.174,7.0,29.996,0.161,6.607,0.3936,0.31,35.46,-82.2,10.82,4.33,54.0,8.1,0.12,2.02
3026,30.0,0.186,7.0,30.011,0.184,6.599,0.4007,0.35,35.42,-82.13,10.82,4.33,54.0,8.1,0.12,2.02
3027,30.0,0.198,7.0,29.992,0.173,6.561,0.4402,0.33,35.38,-82.2,10.82,5.22,54.0,8.1,0.12,2.02
3028,30.0,0.21,7.0,29.969,0.161,6.54,0.4639,0.31,35.38,-82.29,10.82,5.22,54.0,8.1,0.12,2.02
3029,30.0,0.222,7.0,30.008,0.242,6.576,0.4241,0.46,35.38,-82.13,10.82,5.22,54.0,8.1,0.12,2.02
3030,30.0,0.234,7.0,30.004,0.207,6.583,0.4182,0.4,35.4,-82.16,10.82,5.22,54.0,8.1,0.12,2.02
3031,30.0,0.246,7.0,29.981,0.276,6.562,0.4398,0.53,35.4,-82.24,10.82,5.22,54.0,8.1,0.12,2.02
3032,30.0,0.258,7.0,29.981,0.31,6.562,0.4419,0.59,35.4,-82.24,10.82,5.22,54.0,8.1,0.12,2.02
3033,30.0,0.27,7.0,30.012,0.288,6.57,0.4304,0.55,35.35,-82.11,10.82,5.22,54.0,8.1,0.12,2.02
3034,30.0,0.282,7.0,29.969,0.241,6.487,0.5151,0.46,35.27,-82.27,10.82,5.22,54.0,8.1,0.12,2.02
3035,30.0,0.294,7.0,29.978,0.299,6.539,0.4619,0.57,35.35,-82.24,10.82,5.22,54.0,8.1,0.12,2.02
3036,30.0,0.306,7.0,29.976,0.299,6.516,0.485,0.57,35.31,-82.24,10.82,5.22,54.0,8.1,0.12,2.02
3037,30.0,0.318,7.0,29.99,0.311,6.549,0.451,0.59,35.35,-82.2,10.82,5.22,54.0,8.1,0.12,2.02
3038,30.0,0.33,7.0,29.985,0.31,6.555,0.4453,0.59,35.38,-82.22,10.82,5.22,54.0,8.1,0.12,2.02
3039,30.0,0.342,7.0,29.992,0.368,6.531,0.4694,0.7,35.31,-82.18,10.82,5.22,54.0,8.1,0.12,2.02
3040,30.0,0.354,7.0,29.972,0.379,6.533,0.4681,0.73,35.35,-82.27,10.82,5.22,54.0,8.1,0.12,2.02
3041,30.0,0.366,7.0,30.006,0.38,6.565,0.4354,0.73,35.35,-82.13,10.82,5.22,54.0,8.1,0.12,2.02
3042,30.0,0.378,7.0,29.984,0.356,6.503,0.4976,0.68,35.27,-82.2,10.82,5.22,54.0,8.1,0.12,2.02
3043,30.0,0.39,7.0,29.99,0.403,6.561,0.4397,0.77,35.38,-82.2,10.82,5.22,54.0,8.1,0.12,2.02
3044,30.0,0.402,7.0,29.998,0.414,6.548,0.452,0.79,35.33,-82.16,10.82,5.22,54.0,8.1,0.12,2.02
3045,30.0,0.414,7.0,29.99,0.38,6.561,0.4408,0.73,35.38,-82.2,10.82,5.22,54.0,8.1,0.12,2.02
3046,30.0,0.426,7.0,30.009,0.403,6.599,0.4014,0.77,35.42,-82.13,10.82,5.22,54.0,8.1,0.12,2.02
3047,30.0,0.438,7.0,29.998,0.426,6.6,0.3998,0.81,35.44,-82.18,10.82,5.22,54.0,8.1,0.12,2.02
3048,30.0,0.45,7.0,30.006,0.518,6.588,0.4177,0.99,35.4,-82.13,10.82,5.22,54.0,8.1,0.12,2.02
3049,30.0,0.462,7.0,29.98,0.46,6.573,0.4274,0.88,35.42,-82.24,10.82,5.22,54.0,8.1,0.12,2.02
3050,30.0,0.474,7.0,30.027,0.461,6.586,0.4152,0.88,35.35,-82.05,10.82,5.22,54.0,8.1,0.12,2.02
3051,30.0,0.486,7.0,30.004,0.518,6.524,0.477,0.99,35.27,-82.11,10.82,5.22,54.0,8.1,0.12,2.02
3052,30.0,0.498,7.0,30.011,0.472,6.582,0.4193,0.9,35.38,-82.11,10.82,5.22,54.0,8.1,0.12,2.02
3053,30.0,0.51,7.0,30.005,0.529,6.536,0.4648,1.01,35.29,-82.11,10.82,5.22,54.0,8.1,0.12,2.02
3054,30.0,0.522,7.0,29.977,0.552,6.562,0.44,1.05,35.4,-82.24,10.82,5.22,54.0,8.1,0.12,2.02
3055,30.0,0.534,7.0,30.003,0.472,6.553,0.451,0.9,35.33,-82.13,10.82,5.22,54.0,8.1,0.12,2.02
3056,30.0,0.546,7.0,29.996,0.564,6.548,0.4523,1.08,35.33,-82.16,10.82,5.22,54.0,8.1,0.12,2.02
3057,30.0,0.558,7.0,30.018,0.518,6.61,0.3926,0.99,35.42,-82.09,10.82,5.22,54.0,8.1,0.12,2.02
3058,30.0,0.57,7.0,30.029,0.53,6.62,0.3828,1.01,35.42,-82.05,10.82,5.22,54.0,8.1,0.12,2.02
3059,30.0,0.582,7.0,30.011,0.61,6.552,0.4487,1.16,35.31,-82.09,10.82,5.22,54.0,8.1,0.12,2.02
3060,30.0,0.594,7.0,30.02,0.553,6.581,0.4219,1.05,35.35,-82.07,10.82,5.22,54.0,8.1,0.12,2.02
3061,30.0,0.606,7.0,30.027,0.564,6.609,0.3943,1.08,35.4,-82.05,10.82,5.22,54.0,8.1,0.12,2.02
3062,30.0,0.618,7.0,30.006,0.552,6.547,0.4577,1.05,35.31,-82.11,10.82,5.22,54.0,8.1,0.12,2.02
3063,30.0,0.63,7.0,30.0,0.61,6.594,0.4064,1.16,35.42,-82.16,10.82,5.22,54.0,8.1,0.12,2.02
3064,30.0,0.642,7.0,30.022,0.622,6.615,0.386,1.19,35.42,-82.07,10.82,5.22,54.0,8.1,0.12,2.02
3065,30.0,0.654,7.0,29.993,0.644,6.589,0.4114,1.23,35.42,-82.18,10.82,5.22,54.0,8.1,0.12,2.02
3066,30.0,0.666,7.0,30.03,0.703,6.614,0.3887,1.34,35.4,-82.02,10.82,5.22,54.0,8.1,0.12,2.02
3067,30.0,0.678,7.0,30.027,0.714,6.591,0.4114,1.36,35.35,-82.02,10.82,5.22,54.0,8.1,0.12,2.02
3068,30.0,0.69,7.0,29.99,0.679,6.566,0.4345,1.3,35.38,-82.18,10.82,5.22,54.0,8.1,0.12,2.02
3069,30.0,0.702,7.0,30.002,0.702,6.588,0.4122,1.34,35.4,-82.13,10.82,5.22,54.0,8.1,0.12,2.02
3070,30.0,0.714,7.0,30.014,0.656,6.598,0.4061,1.25,35.4,-82.09,10.82,5.22,54.0,8.1,0.12,2.02
3071,30.0,0.726,7.0,30.024,0.714,6.609,0.3921,1.36,35.4,-82.05,10.82,5.22,54.0,8.1,0.12,2.02
3072,30.0,0.738,7.0,30.024,0.749,6.62,0.3806,1.43,35.42,-82.05,10.82,5.22,54.0,8.1,0.12,2.02
3073,30.0,0.75,7.0,30.006,0.771,6.541,0.4598,1.47,35.29,-82.09,10.82,5.23,54.0,8.1,0.12,2.02
3074,30.0,0.762,7.0,29.997,0.771,6.553,0.4468,1.47,35.33,-82.13,10.82,5.23,54.0,8.1,0.12,2.02
3075,30.0,0.774,7.0,30.01,0.771,6.534,0.4656,1.47,35.27,-82.07,10.82,5.23,54.0,8.1,0.12,2.02
3076,30.0,0.786,7.0,30.013,0.829,6.633,0.3699,1.58,35.46,-82.09,10.82,5.23,54.0,8.1,0.12,2.02
3077,30.0,0.798,7.0,29.986,0.782,6.502,0.4985,1.49,35.24,-82.16,10.82,5.23,54.0,8.1,0.12,2.02
3078,30.0,0.81,7.0,29.992,0.851,6.53,0.4716,1.63,35.29,-82.13,10.82,5.23,54.0,8.1,0.12,2.02
3079,30.0,0.822,7.0,29.985,0.84,6.502,0.4986,1.6,35.24,-82.16,10.82,5.23,54.0,8.1,0.12,2.02
3080,30.0,0.834,7.0,30.012,0.84,6.569,0.4312,1.6,35.33,-82.07,10.82,5.23,54.0,8.1,0.12,2.02
3081,30.0,0.846,7.0,30.0,0.886,6.57,0.4319,1.69,35.35,-82.11,10.82,5.23,54.0,8.1,0.12,2.02
3082,30.0,0.858,7.0,30.002,0.863,6.529,0.4708,1.65,35.27,-82.09,10.82,5.23,54.0,8.1,0.12,2.02
3083,30.0,0.87,7.0,29.994,0.863,6.553,0.4469,1.65,35.33,-82.13,10.82,5.23,54.0,8.1,0.12,2.02
3084,30.0,0.882,7.0,30.0,0.829,6.547,0.4562,1.58,35.31,-82.11,10.82,5.23,54.0,8.1,0.12,2.02
3085,30.0,0.894,7.0,30.011,0.909,6.58,0.4199,1.74,35.35,-82.07,10.82,5.23,54.0,8.1,0.12,2.02
3086,30.0,0.906,7.0,30.008,0.932,6.557,0.4434,1.78,35.31,-82.07,10.82,5.23,54.0,8.1,0.12,2.02
3087,30.0,0.918,7.0,29.996,0.921,6.535,0.4646,1.76,35.29,-82.11,10.82,5.23,54.0,8.1,0.12,2.02
3088,30.0,0.93,7.0,29.979,0.92,6.572,0.4287,1.76,35.4,-82.2,10.82,5.23,54.0,8.1,0.12,2.02
3089,30.0,0.942,7.0,29.992,0.897,6.489,0.5126,1.71,35.2,-82.11,10.82,5.23,54.0,8.1,0.12,2.02
3090,30.0,0.954,7.0,29.997,0.909,6.547,0.4553,1.74,35.31,-82.11,10.82,5.23,54.0,8.1,0.12,2.02
3091,30.0,0.966,7.0,30.008,0.932,6.505,0.4961,1.78,35.2,-82.05,10.82,5.23,54.0,8.1,0.12,2.02
3092,30.0,0.978,7.0,29.981,0.978,6.502,0.4985,1.87,35.24,-82.16,10.82,5.23,54.0,8.1,0.12,2.02
3093,30.0,0.99,7.0,30.016,1.036,6.568,0.4348,1.98,35.31,-82.02,10.82,5.23,54.0,8.1,0.12,2.02
3094,30.0,1.002,7.0,30.015,1.048,6.516,0.4868,2.0,35.2,-82.0,10.82,5.23,54.0,8.1,0.12,2.02
3095,30.0,1.014,7.0,30.008,1.013,6.58,0.4196,1.93,35.35,-82.07,10.82,5.23,54.0,8.1,0.12,2.02
3096,30.0,1.026,7.0,29.982,1.035,6.536,0.464,1.98,35.31,-82.16,10.82,5.23,54.0,8.1,0.12,2.02
3097,30.0,1.038,7.0,30.001,0.978,6.552,0.4519,1.87,35.31,-82.09,10.82,5.23,54.0,8.1,0.12,2.02
3098,30.0,1.05,7.0,30.003,1.059,6.546,0.4542,2.02,35.29,-82.07,10.82,5.23,54.0,8.1,0.12,2.02
3099,30.0,1.062,7.0,30.004,1.082,6.569,0.4316,2.07,35.33,-82.07,10.82,5.23,54.0,8.1,0.12,2.02
3100,30.0,1.074,7.0,29.963,1.081,6.509,0.4923,2.07,35.29,-82.22,10.82,5.23,54.0,8.1,0.12,2.02
3101,30.0,1.086,7.0,29.987,1.105,6.512,0.4882,2.11,35.24,-82.11,10.82,5.23,54.0,8.1,0.12,2.02
3102,30.0,1.098,7.0,29.996,1.116,6.552,0.4483,2.13,35.31,-82.09,10.82,5.23,54.0,8.1,0.12,2.02
3103,30.0,1.11,7.0,29.974,1.069,6.52,0.4828,2.04,35.29,-82.18,10.82,5.23,54.0,8.1,0.12,2.02
3104,30.0,1.122,7.0,29.999,1.128,6.534,0.4657,2.15,35.27,-82.07,10.83,5.23,54.0,8.1,0.12,2.02
3105,30.0,1.134,7.0,29.987,1.081,6.553,0.4502,2.07,35.33,-82.13,10.83,5.23,54.0,8.1,0.12,2.02
3106,30.0,1.146,7.0,29.99,1.128,6.495,0.5059,2.15,35.2,-82.09,10.83,5.23,54.0,8.1,0.12,2.02
3107,30.0,1.158,7.0,30.02,1.129,6.544,0.4576,2.15,35.24,-81.98,10.83,5.23,54.0,8.1,0.12,2.02
3108,30.0,1.17,7.0,29.987,1.185,6.535,0.4651,2.26,35.29,-82.11,10.83,5.23,54.0,8.1,0.12,2.02
3109,30.0,1.182,7.0,30.005,1.151,6.603,0.3979,2.2,35.4,-82.07,10.83,5.23,54.0,8.1,0.12,2.02
3110,30.0,1.194,7.0,29.99,1.162,6.558,0.443,2.22,35.33,-82.11,10.83,5.23,54.0,8.1,0.12,2.02
3111,30.0,1.206,7.0,29.967,1.23,6.508,0.4937,2.35,35.27,-82.18,10.83,5.23,54.0,8.1,0.12,2.02
3112,30.0,1.218,7.0,29.998,1.174,6.546,0.4564,2.24,35.29,-82.07,10.83,5.23,54.0,8.1,0.12,2.02
3113,30.0,1.23,7.0,29.997,1.243,6.557,0.4429,2.37,35.31,-82.07,10.83,5.23,54.0,8.1,0.12,2.02
3114,30.0,1.242,7.0,29.996,1.266,6.557,0.4434,2.42,35.31,-82.07,10.83,5.23,54.0,8.1,0.12,2.02
3115,30.0,1.254,7.0,29.992,1.266,6.523,0.4775,2.42,35.24,-82.07,10.83,5.23,54.0,8.1,0.12,2.02
3116,30.0,1.266,7.0,29.962,1.242,6.462,0.5399,2.37,35.18,-82.18,10.83,5.23,54.0,8.1,0.12,2.02
3117,30.0,1.278,7.0,30.0,1.266,6.551,0.4492,2.42,35.29,-82.05,10.83,5.23,54.0,8.1,0.12,2.02
3118,30.0,1.29,7.0,29.977,1.219,6.507,0.4987,2.33,35.24,-82.13,10.83,5.23,54.0,8.1,0.12,2.02
3119,30.0,1.302,7.0,29.996,1.301,6.528,0.4721,2.48,35.24,-82.05,10.83,5.23,54.0,8.1,0.12,2.02
3120,30.0,1.314,7.0,29.973,1.357,6.518,0.4842,2.59,35.27,-82.13,10.83,5.23,54.0,8.1,0.12,2.02
3121,30.0,1.326,7.0,30.004,1.347,6.579,0.4213,2.57,35.33,-82.02,10.83,5.23,54.0,8.1,0.12,2.02
3122,30.0,1.338,7.0,30.026,1.325,6.63,0.3715,2.53,35.4,-81.96,10.83,5.23,54.0,8.1,0.12,2.02
3123,30.0,1.35,7.0,29.992,1.324,6.546,0.4552,2.53,35.29,-82.07,10.83,5.23,54.0,8.1,0.12,2.02
3124,30.0,1.362,7.0,30.012,1.371,6.567,0.4336,2.61,35.29,-81.98,10.83,5.23,54.0,8.1,0.12,2.02
3125,30.0,1.374,7.0,30.002,1.416,6.591,0.4114,2.7,35.35,-82.02,10.83,5.23,54.0,8.1,0.12,2.02
3126,30.0,1.386,7.0,30.006,1.393,6.561,0.4387,2.66,35.29,-82.0,10.83,5.23,54.0,8.1,0.12,2.02
3127,30.0,1.398,7.0,29.974,1.392,6.553,0.4479,2.66,35.33,-82.13,10.83,5.23,54.0,8.1,0.12,2.02
3128,30.0,1.41,7.0,29.974,1.438,6.524,0.4779,2.75,35.27,-82.11,10.83,5.23,54.0,8.1,0.12,2.02
3129,30.0,1.422,7.0,29.992,1.427,6.539,0.4607,2.72,35.27,-82.05,10.83,5.23,54.0,8.1,0.12,2.02
3130,30.0,1.434,7.0,29.998,1.416,6.545,0.4558,2.7,35.27,-82.02,10.83,5.23,54.0,8.1,0.12,2.02
3131,30.0,1.446,7.0,30.024,1.452,6.623,0.3775,2.77,35.38,-81.94,10.83,5.23,54.0,8.1,0.12,2.02
3132,30.0,1.458,7.0,29.996,1.451,6.545,0.4555,2.77,35.27,-82.02,10.83,5.23,54.0,8.1,0.12,2.02
3133,30.0,1.47,7.0,30.011,1.451,6.537,0.4632,2.77,35.22,-81.96,10.83,5.23,54.0,8.1,0.12,2.02
3134,30.0,1.482,7.0,29.978,1.473,6.529,0.4718,2.81,35.27,-82.09,10.83,5.23,54.0,8.1,0.12,2.02
3135,30.0,1.494,7.0,29.98,1.542,6.534,0.4688,2.94,35.27,-82.07,10.83,5.23,54.0,8.1,0.12,2.02
