timestamp_ms,command_id,target_x,target_y,real_x,real_y,error,motor1_pos,motor2_pos,velocity,pwm_effort,hz
330,1,11.606,0.0,11.44,0.026,0.168,-67.45,135.17,41.45,127,1000
331,1,11.626,0.0,11.463,0.039,0.168,-67.34,135.07,41.46,127,1000
332,1,11.646,0.0,11.467,0.031,0.182,-67.37,135.06,41.48,127,1000
333,1,11.666,0.0,11.518,0.037,0.152,-67.24,134.84,41.49,127,1000
334,1,11.686,0.0,11.534,0.031,0.155,-67.24,134.78,41.5,127,1000
335,1,11.706,0.0,11.526,0.035,0.183,-67.23,134.81,41.52,127,1000
336,1,11.726,0.0,11.544,0.038,0.186,-67.18,134.74,41.53,127,1000
337,1,11.746,0.0,11.569,0.027,0.179,-67.18,134.63,41.54,127,1000
338,1,11.766,0.0,11.557,0.061,0.218,-67.04,134.68,41.55,127,1000
339,1,11.786,0.0,11.607,0.02,0.18,-67.14,134.48,41.57,127,1000
340,1,11.806,0.0,11.628,0.048,0.184,-66.96,134.39,41.58,127,1000
341,1,11.826,0.0,11.664,0.032,0.165,-66.96,134.24,41.59,127,1000
342,1,11.846,0.0,11.69,0.028,0.158,-66.93,134.13,41.61,127,1000
343,1,11.866,0.0,11.701,0.042,0.17,-66.84,134.09,41.62,127,1000
344,1,11.886,0.0,11.722,0.049,0.171,-66.76,134.0,41.63,127,1000
345,1,11.906,0.0,11.736,0.029,0.172,-66.83,133.94,41.64,127,1000
346,1,11.926,0.0,11.778,0.048,0.155,-66.65,133.77,41.66,127,1000
347,1,11.946,0.0,11.758,0.055,0.196,-66.66,133.85,41.67,127,1000
348,1,11.966,0.0,11.803,0.036,0.167,-66.66,133.66,41.68,127,1000
349,1,11.986,0.0,11.806,0.043,0.185,-66.61,133.65,41.7,127,1000
350,1,12.006,0.0,11.839,0.059,0.178,-66.47,133.51,41.71,127,1000
351,1,12.026,0.0,11.842,0.042,0.189,-66.55,133.5,41.72,127,1000
352,1,12.046,0.0,11.873,0.027,0.175,-66.55,133.37,41.74,127,1000
353,1,12.066,0.0,11.89,0.045,0.181,-66.43,133.3,41.75,127,1000
354,1,12.086,0.0,11.919,0.041,0.172,-66.39,133.18,41.76,127,1000
355,1,12.106,0.0,11.944,0.033,0.165,-66.38,133.08,41.78,127,1000
356,1,12.126,0.0,11.938,0.033,0.191,-66.39,133.1,41.79,127,1000
357,1,12.146,0.0,11.941,0.057,0.213,-66.27,133.09,41.8,127,1000
358,1,12.166,0.0,12.005,0.042,0.167,-66.21,132.82,41.82,127,1000
359,1,12.186,0.0,11.984,0.031,0.205,-66.31,132.91,41.83,127,1000
360,1,12.206,0.0,12.013,0.032,0.196,-66.24,132.79,41.84,127,1000
361,1,12.226,0.0,12.049,0.038,0.181,-66.14,132.64,41.86,127,1000
362,1,12.246,0.0,12.076,0.048,0.177,-66.03,132.53,41.87,127,1000
363,1,12.266,0.0,12.104,0.051,0.17,-65.96,132.41,41.89,127,1000
364,1,12.286,0.0,12.11,0.042,0.181,-65.99,132.38,41.9,127,1000
365,1,12.306,0.0,12.164,0.046,0.149,-65.86,132.16,41.91,127,1000
366,1,12.326,0.0,12.168,0.018,0.159,-65.98,132.14,41.93,127,1000
367,1,12.346,0.0,12.192,0.023,0.156,-65.91,132.04,41.94,127,1000
368,1,12.366,0.0,12.193,0.036,0.177,-65.85,132.04,41.95,127,1000
369,1,12.386,0.0,12.222,0.029,0.167,-65.83,131.92,41.97,127,1000
370,1,12.406,0.0,12.254,0.045,0.159,-65.68,131.78,41.98,127,1000
371,1,12.426,0.0,12.26,0.017,0.167,-65.8,131.76,42.0,127,1000
372,1,12.446,0.0,12.278,0.037,0.172,-65.67,131.68,42.01,127,1000
373,1,12.466,0.0,12.335,0.016,0.132,-65.65,131.44,42.02,127,1000
374,1,12.487,0.0,12.349,0.033,0.141,-65.54,131.38,42.04,127,1000
375,1,12.507,0.0,12.328,0.029,0.18,-65.6,131.47,42.05,127,1000
376,1,12.527,0.0,12.368,0.034,0.162,-65.5,131.3,42.07,127,1000
377,1,12.547,0.0,12.381,0.018,0.166,-65.54,131.25,42.08,127,1000
378,1,12.567,0.0,12.382,0.065,0.195,-65.32,131.24,42.1,127,1000
379,1,12.587,0.0,12.41,0.022,0.178,-65.46,131.13,42.11,127,1000
380,1,12.607,0.0,12.417,0.056,0.198,-65.29,131.1,42.12,127,1000
381,1,12.627,0.0,12.463,0.048,0.17,-65.23,130.91,42.14,127,1000
382,1,12.647,0.0,12.49,0.028,0.16,-65.27,130.8,42.15,127,1000
383,1,12.667,0.0,12.51,0.027,0.159,-65.23,130.71,42.17,127,1000
384,1,12.687,0.0,12.518,0.012,0.169,-65.28,130.67,42.18,127,1000
385,1,12.707,0.0,12.551,0.027,0.158,-65.15,130.54,42.2,127,1000
386,1,12.727,0.0,12.57,0.044,0.163,-65.03,130.46,42.21,127,1000
387,1,12.747,0.0,12.557,0.061,0.2,-64.98,130.51,42.22,127,1000
388,1,12.767,0.0,12.595,0.019,0.172,-65.09,130.35,42.24,127,1000
389,1,12.787,0.0,12.626,0.038,0.165,-64.94,130.22,42.25,127,1000
390,1,12.807,0.0,12.638,0.037,0.173,-64.92,130.17,42.27,127,1000
391,1,12.827,0.0,12.666,0.041,0.166,-64.84,130.05,42.28,127,1000
392,1,12.847,0.0,12.696,0.06,0.163,-64.69,129.93,42.3,127,1000
393,1,12.867,0.0,12.703,0.056,0.173,-64.69,129.9,42.31,127,1000
394,1,12.887,0.0,12.731,0.045,0.163,-64.69,129.78,42.33,127,1000
395,1,12.907,0.0,12.744,0.041,0.168,-64.68,129.72,42.34,127,1000
396,1,12.927,0.0,12.767,0.054,0.169,-64.57,129.63,42.36,127,1000
397,1,12.947,0.0,12.784,0.015,0.163,-64.71,129.55,42.37,127,1000
398,1,12.967,0.0,12.818,0.033,0.152,-64.56,129.41,42.39,127,1000
399,1,12.987,0.0,12.826,0.051,0.169,-64.46,129.38,42.4,127,1000
400,1,13.007,0.0,12.854,0.02,0.154,-64.54,129.26,42.42,127,1000
401,1,13.027,0.0,12.872,0.041,0.161,-64.41,129.18,42.43,127,1000
402,1,13.047,0.0,12.877,0.047,0.177,-64.37,129.16,42.45,127,1000
403,1,13.067,0.0,12.884,0.052,0.19,-64.33,129.13,42.46,127,1000
404,1,13.087,0.0,12.913,0.016,0.175,-64.43,129.01,42.48,127,1000
405,1,13.107,0.0,12.922,0.05,0.192,-64.27,128.97,42.49,127,1000
406,1,13.127,0.0,12.953,0.027,0.176,-64.3,128.84,42.51,127,1000
407,1,13.147,0.0,12.998,0.038,0.154,-64.16,128.65,42.52,127,1000
408,1,13.167,0.0,12.997,0.03,0.173,-64.19,128.65,42.54,127,1000
409,1,13.187,0.0,13.008,0.065,0.191,-64.02,128.61,42.56,127,1000
410,1,13.207,0.0,13.03,0.064,0.189,-63.98,128.51,42.57,127,1000
411,1,13.227,0.0,13.078,0.062,0.161,-63.88,128.31,42.59,127,1000
412,1,13.247,0.0,13.072,0.056,0.183,-63.92,128.33,42.6,127,1000
413,1,13.267,0.0,13.094,0.068,0.186,-63.82,128.24,42.62,127,1000
414,1,13.287,0.0,13.119,0.04,0.173,-63.9,128.14,42.63,127,1000
415,1,13.307,0.0,13.136,0.05,0.178,-63.81,128.06,42.65,127,1000
416,1,13.327,0.0,13.168,0.045,0.166,-63.77,127.93,42.66,127,1000
417,1,13.347,0.0,13.205,0.026,0.145,-63.77,127.77,42.68,127,1000
418,1,13.367,0.0,13.222,0.021,0.147,-63.76,127.7,42.7,127,1000
419,1,13.387,0.0,13.24,0.034,0.151,-63.67,127.62,42.71,127,1000
420,1,13.407,0.0,13.278,0.031,0.133,-63.6,127.46,42.73,127,1000
421,1,13.427,0.0,13.269,0.024,0.16,-63.65,127.5,42.74,127,1000
422,1,13.447,0.0,13.288,0.027,0.162,-63.59,127.42,42.76,127,1000
423,1,13.467,0.0,13.313,0.024,0.156,-63.55,127.31,42.78,127,1000
424,1,13.487,0.0,13.326,0.055,0.171,-63.39,127.26,42.79,127,1000
425,1,13.507,0.0,13.328,0.035,0.182,-63.47,127.25,42.81,127,1000
426,1,13.527,0.0,13.377,0.01,0.151,-63.48,127.04,42.82,127,1000
427,1,13.547,0.0,13.393,0.035,0.159,-63.34,126.97,42.84,127,1000
428,1,13.567,0.0,13.399,0.057,0.177,-63.23,126.94,42.86,127,1000
429,1,13.587,0.0,13.431,0.072,0.172,-63.1,126.8,42.87,127,1000
430,1,13.607,0.0,13.454,0.041,0.159,-63.18,126.71,42.89,127,1000
431,1,13.628,0.0,13.467,0.035,0.164,-63.18,126.65,42.91,127,1000
432,1,13.648,0.0,13.475,0.064,0.184,-63.04,126.62,42.92,127,1000
433,1,13.668,0.0,13.486,0.046,0.187,-63.09,126.57,42.94,127,1000
434,1,13.688,0.0,13.524,0.026,0.165,-63.1,126.41,42.95,127,1000
435,1,13.708,0.0,13.553,0.027,0.157,-63.03,126.29,42.97,127,1000
436,1,13.728,0.0,13.563,0.071,0.18,-62.82,126.24,42.99,127,1000
437,1,13.748,0.0,13.588,0.046,0.166,-62.87,126.13,43.0,127,1000
438,1,13.768,0.0,13.615,0.024,0.154,-62.91,126.02,43.02,127,1000
439,1,13.788,0.0,13.607,0.05,0.187,-62.82,126.05,43.04,127,1000
440,1,13.808,0.0,13.65,0.034,0.161,-62.79,125.87,43.05,127,1000
441,1,13.828,0.0,13.678,0.018,0.15,-62.8,125.75,43.07,127,1000
442,1,13.848,0.0,13.654,0.079,0.209,-62.6,125.85,43.09,127,1000
443,1,13.868,0.0,13.69,0.04,0.182,-62.68,125.7,43.1,127,1000
444,1,13.888,0.0,13.739,0.029,0.151,-62.62,125.49,43.12,127,1000
445,1,13.908,0.0,13.764,0.039,0.149,-62.53,125.38,43.14,127,1000
446,1,13.928,0.0,13.767,0.054,0.169,-62.46,125.37,43.16,127,1000
447,1,13.948,0.0,13.796,0.024,0.154,-62.52,125.24,43.17,127,1000
448,1,13.968,0.0,13.791,0.068,0.19,-62.35,125.27,43.19,127,1000
449,1,13.988,0.0,13.818,0.032,0.173,-62.44,125.15,43.21,127,1000
450,1,14.008,0.0,13.838,0.046,0.176,-62.34,125.06,43.22,127,1000
451,1,14.028,0.0,13.858,0.085,0.19,-62.14,124.98,43.24,127,1000
452,1,14.048,0.0,13.881,0.054,0.176,-62.22,124.88,43.26,127,1000
453,1,14.068,0.0,13.889,0.062,0.189,-62.17,124.84,43.28,127,1000
454,1,14.088,0.0,13.898,0.075,0.205,-62.09,124.8,43.29,127,1000
455,1,14.108,0.0,13.952,0.052,0.165,-62.07,124.57,43.31,127,1000
456,1,14.128,0.0,13.957,0.048,0.177,-62.08,124.55,43.33,127,1000
457,1,14.148,0.0,13.989,0.04,0.164,-62.04,124.41,43.35,127,1000
458,1,14.168,0.0,13.982,0.063,0.197,-61.96,124.44,43.36,127,1000
459,1,14.188,0.0,14.024,0.046,0.171,-61.94,124.26,43.38,127,1000
460,1,14.208,0.0,14.047,0.04,0.166,-61.92,124.16,43.4,127,1000
461,1,14.228,0.0,14.071,0.025,0.159,-61.93,124.06,43.42,127,1000
462,1,14.248,0.0,14.082,0.038,0.17,-61.85,124.01,43.43,127,1000
463,1,14.268,0.0,14.101,0.04,0.172,-61.8,123.93,43.45,127,1000
464,1,14.288,0.0,14.11,0.058,0.187,-61.71,123.89,43.47,127,1000
465,1,14.308,0.0,14.148,0.058,0.17,-61.63,123.72,43.49,127,1000
466,1,14.328,0.0,14.174,0.031,0.157,-61.68,123.61,43.51,127,1000
467,1,14.348,0.0,14.205,0.056,0.154,-61.51,123.48,43.52,127,1000
468,1,14.368,0.0,14.199,0.036,0.173,-61.61,123.5,43.54,127,1000
469,1,14.388,0.0,14.219,0.048,0.176,-61.51,123.42,43.56,127,1000
470,1,14.408,0.0,14.249,0.044,0.166,-61.47,123.29,43.58,127,1000
471,1,14.428,0.0,14.288,0.022,0.142,-61.47,123.12,43.6,127,1000
472,1,14.448,0.0,14.302,0.038,0.151,-61.37,123.05,43.61,127,1000
473,1,14.468,0.0,14.303,0.046,0.172,-61.34,123.05,43.63,127,1000
474,1,14.488,0.0,14.307,0.07,0.195,-61.24,123.04,43.65,127,1000
475,1,14.508,0.0,14.356,0.063,0.165,-61.16,122.82,43.67,127,1000
476,1,14.528,0.0,14.346,0.079,0.199,-61.12,122.86,43.69,127,1000
477,1,14.548,0.0,14.377,0.033,0.174,-61.23,122.73,43.71,127,1000
478,1,14.568,0.0,14.432,0.041,0.143,-61.08,122.49,43.72,127,1000
479,1,14.588,0.0,14.414,0.044,0.18,-61.11,122.57,43.74,127,1000
480,1,14.608,0.0,14.435,0.04,0.177,-61.08,122.47,43.76,127,1000
481,1,14.628,0.0,14.475,0.06,0.164,-60.91,122.3,43.78,127,1000
482,1,14.648,0.0,14.5,0.017,0.15,-61.03,122.19,43.8,127,1000
483,1,14.668,0.0,14.502,0.04,0.171,-60.93,122.18,43.82,127,1000
484,1,14.688,0.0,14.527,0.033,0.164,-60.91,122.07,43.84,127,1000
485,1,14.708,0.0,14.539,0.065,0.182,-60.76,122.02,43.85,127,1000
486,1,14.728,0.0,14.567,0.04,0.167,-60.79,121.9,43.87,127,1000
487,1,14.748,0.0,14.6,0.035,0.152,-60.74,121.75,43.89,127,1000
488,1,14.768,0.0,14.614,0.053,0.164,-60.64,121.7,43.91,127,1000
489,1,14.789,0.0,14.634,0.042,0.16,-60.64,121.61,43.93,127,1000
490,1,14.809,0.0,14.649,0.057,0.17,-60.55,121.54,43.95,127,1000
491,1,14.829,0.0,14.687,0.048,0.149,-60.5,121.37,43.97,127,1000
492,1,14.849,0.0,14.697,0.069,0.166,-60.4,121.33,43.99,127,1000
493,1,14.869,0.0,14.707,0.061,0.172,-60.4,121.29,44.01,127,1000
494,1,14.889,0.0,14.733,0.018,0.157,-60.52,121.18,44.03,127,1000
495,1,14.909,0.0,14.761,0.05,0.156,-60.33,121.05,44.05,127,1000
496,1,14.929,0.0,14.761,0.047,0.174,-60.35,121.05,44.07,127,1000
497,1,14.949,0.0,14.782,0.062,0.178,-60.24,120.96,44.08,127,1000
498,1,14.969,0.0,14.816,0.034,0.156,-60.27,120.81,44.1,127,1000
499,1,14.989,0.0,14.842,0.052,0.155,-60.15,120.69,44.12,127,1000
500,1,15.009,0.0,14.875,0.017,0.134,-60.21,120.55,44.14,127,1000
501,1,15.029,0.0,14.87,0.061,0.17,-60.05,120.57,44.16,127,1000
502,1,15.049,0.0,14.872,0.025,0.178,-60.19,120.56,44.18,127,1000
503,1,15.069,0.0,14.903,0.057,0.176,-60.0,120.43,44.2,127,1000
504,1,15.089,0.0,14.937,0.081,0.173,-59.83,120.28,44.22,127,1000
505,1,15.109,0.0,14.936,0.042,0.178,-59.98,120.28,44.24,127,1000
506,1,15.129,0.0,14.986,0.067,0.158,-59.77,120.06,44.26,127,1000
507,1,15.149,0.0,14.984,0.059,0.175,-59.81,120.07,44.28,127,1000
508,1,15.169,0.0,15.003,0.09,0.189,-59.65,119.99,44.3,127,1000
509,1,15.189,0.0,15.043,0.043,0.152,-59.74,119.81,44.32,127,1000
510,1,15.209,0.0,15.051,0.043,0.164,-59.73,119.78,44.34,127,1000
511,1,15.229,0.0,15.074,0.065,0.167,-59.59,119.67,44.36,127,1000
512,1,15.249,0.0,15.076,0.037,0.177,-59.69,119.66,44.38,127,1000
513,1,15.269,0.0,15.127,0.052,0.151,-59.52,119.44,44.4,127,1000
514,1,15.289,0.0,15.128,0.056,0.17,-59.51,119.43,44.42,127,1000
515,1,15.309,0.0,15.165,0.021,0.146,-59.56,119.27,44.44,127,1000
516,1,15.329,0.0,15.165,0.076,0.18,-59.35,119.27,44.46,127,1000
517,1,15.349,0.0,15.2,0.044,0.155,-59.39,119.11,44.48,127,1000
518,1,15.369,0.0,15.213,0.063,0.168,-59.29,119.06,44.51,127,1000
519,1,15.389,0.0,15.223,0.062,0.177,-59.27,119.01,44.53,127,1000
520,1,15.409,0.0,15.249,0.078,0.179,-59.15,118.9,44.55,127,1000
521,1,15.429,0.0,15.278,0.037,0.156,-59.25,118.77,44.57,127,1000
522,1,15.449,0.0,15.297,0.046,0.159,-59.17,118.69,44.59,127,1000
523,1,15.469,0.0,15.32,0.05,0.157,-59.1,118.58,44.61,127,1000
524,1,15.489,0.0,15.337,0.063,0.164,-59.02,118.51,44.63,127,1000
525,1,15.509,0.0,15.345,0.053,0.172,-59.04,118.47,44.65,127,1000
526,1,15.529,0.0,15.363,0.016,0.167,-59.14,118.39,44.67,127,1000
527,1,15.549,0.0,15.368,0.063,0.192,-58.95,118.37,44.69,127,1000
528,1,15.569,0.0,15.397,0.046,0.179,-58.95,118.24,44.71,127,1000
529,1,15.589,0.0,15.445,0.026,0.146,-58.92,118.03,44.74,127,1000
530,1,15.609,0.0,15.451,0.056,0.168,-58.8,118.0,44.76,127,1000
531,1,15.629,0.0,15.479,0.028,0.153,-58.84,117.88,44.78,127,1000
532,1,15.649,0.0,15.485,0.075,0.18,-58.65,117.85,44.8,127,1000
533,1,15.669,0.0,15.501,0.044,0.174,-58.73,117.78,44.82,127,1000
534,1,15.689,0.0,15.536,0.066,0.167,-58.57,117.62,44.84,127,1000
535,1,15.709,0.0,15.533,0.054,0.185,-58.62,117.64,44.86,127,1000
536,1,15.729,0.0,15.569,0.065,0.173,-58.5,117.47,44.89,127,1000
537,1,15.749,0.0,15.603,0.042,0.153,-58.51,117.32,44.91,127,1000
538,1,15.769,0.0,15.591,0.06,0.189,-58.47,117.38,44.93,127,1000
539,1,15.789,0.0,15.625,0.07,0.179,-58.36,117.22,44.95,127,1000
540,1,15.809,0.0,15.646,0.073,0.179,-58.3,117.13,44.97,127,1000
541,1,15.829,0.0,15.675,0.032,0.158,-58.38,117.0,44.99,127,1000
542,1,15.849,0.0,15.678,0.072,0.187,-58.23,116.99,45.02,127,1000
543,1,15.869,0.0,15.699,0.041,0.176,-58.3,116.89,45.04,127,1000
544,1,15.889,0.0,15.712,0.067,0.189,-58.17,116.83,45.06,127,1000
545,1,15.909,0.0,15.73,0.066,0.191,-58.14,116.75,45.08,127,1000
546,1,15.93,0.0,15.762,0.039,0.172,-58.16,116.61,45.1,127,1000
547,1,15.95,0.0,15.773,0.048,0.183,-58.1,116.56,45.13,127,1000
548,1,15.97,0.0,15.782,0.076,0.203,-57.98,116.52,45.15,127,1000
549,1,15.99,0.0,15.823,0.068,0.18,-57.92,116.34,45.17,127,1000
550,1,16.01,0.0,15.839,0.097,0.196,-57.78,116.26,45.19,127,1000
551,1,16.03,0.0,15.843,0.04,0.191,-57.98,116.24,45.22,127,1000
552,1,16.05,0.0,15.914,0.015,0.137,-57.91,115.93,45.24,127,1000
553,1,16.07,0.0,15.915,0.052,0.164,-57.77,115.92,45.26,127,1000
554,1,16.09,0.0,15.95,0.025,0.142,-57.79,115.76,45.28,127,1000
555,1,16.11,0.0,15.959,0.04,0.156,-57.72,115.72,45.31,127,1000
556,1,16.13,0.0,15.961,0.048,0.175,-57.69,115.71,45.33,127,1000
557,1,16.15,0.0,16.016,0.011,0.135,-57.69,115.47,45.35,127,1000
558,1,16.17,0.0,16.018,0.035,0.156,-57.6,115.46,45.38,127,1000
559,1,16.19,0.0,16.043,0.001,0.146,-57.67,115.34,45.4,127,1000
560,1,16.21,0.0,16.044,0.049,0.173,-57.5,115.34,45.42,127,1000
561,1,16.23,0.0,16.075,0.049,0.163,-57.42,115.2,45.45,127,1000
562,1,16.25,0.0,16.091,0.037,0.163,-57.43,115.13,45.47,127,1000
563,1,16.27,0.0,16.113,0.089,0.18,-57.2,115.03,45.49,127,1000
564,1,16.29,0.0,16.129,0.031,0.164,-57.37,114.95,45.52,127,1000
565,1,16.31,0.0,16.155,0.066,0.168,-57.18,114.83,45.54,127,1000
566,1,16.33,0.0,16.176,0.025,0.156,-57.28,114.74,45.56,127,1000
567,1,16.35,0.0,16.174,0.085,0.195,-57.08,114.75,45.59,127,1000
568,1,16.37,0.0,16.223,0.046,0.154,-57.1,114.53,45.61,127,1000
569,1,16.39,0.0,16.229,0.064,0.173,-57.02,114.5,45.63,127,1000
570,1,16.41,0.0,16.269,0.062,0.154,-56.94,114.32,45.66,127,1000
571,1,16.43,0.0,16.287,0.044,0.15,-56.96,114.24,45.68,127,1000
572,1,16.45,0.0,16.305,0.033,0.149,-56.96,114.16,45.7,127,1000
573,1,16.47,0.0,16.303,0.079,0.184,-56.8,114.16,45.73,127,1000
574,1,16.49,0.0,16.335,0.038,0.159,-56.88,114.02,45.75,127,1000
575,1,16.51,0.0,16.334,0.09,0.198,-56.69,114.02,45.78,127,1000
576,1,16.53,0.0,16.354,0.054,0.184,-56.78,113.93,45.8,127,1000
577,1,16.55,0.0,16.373,0.081,0.195,-56.64,113.84,45.82,127,1000
578,1,16.57,0.0,16.408,0.043,0.168,-56.69,113.69,45.85,127,1000
579,1,16.59,0.0,16.403,0.074,0.201,-56.6,113.71,45.87,127,1000
580,1,16.61,0.0,16.438,0.072,0.187,-56.52,113.55,45.9,127,1000
581,1,16.63,0.0,16.489,0.059,0.153,-56.45,113.32,45.92,127,1000
582,1,16.65,0.0,16.499,0.092,0.177,-56.32,113.27,45.95,127,1000
583,1,16.67,0.0,16.53,0.092,0.168,-56.24,113.13,45.97,127,1000
584,1,16.69,0.0,16.556,0.063,0.148,-56.28,113.01,46.0,127,1000
585,1,16.71,0.0,16.584,0.036,0.131,-56.31,112.88,46.02,127,1000
586,1,16.73,0.0,16.572,0.048,0.166,-56.3,112.94,46.04,127,1000
587,1,16.75,0.0,16.585,0.067,0.179,-56.21,112.88,46.07,127,1000
588,1,16.77,0.0,16.635,0.037,0.14,-56.2,112.65,46.09,127,1000
589,1,16.79,0.0,16.654,0.02,0.138,-56.21,112.56,46.12,127,1000
590,1,16.81,0.0,16.645,0.032,0.168,-56.19,112.6,46.14,127,1000
591,1,16.83,0.0,16.663,0.073,0.182,-56.01,112.52,46.17,127,1000
592,1,16.85,0.0,16.686,0.085,0.185,-55.91,112.41,46.2,127,1000
593,1,16.87,0.0,16.712,0.048,0.165,-55.98,112.29,46.22,127,1000
594,1,16.89,0.0,16.738,0.044,0.159,-55.94,112.17,46.25,127,1000
595,1,16.91,0.0,16.765,0.04,0.151,-55.89,112.05,46.27,127,1000
596,1,16.93,0.0,16.762,0.088,0.19,-55.73,112.06,46.3,127,1000
597,1,16.95,0.0,16.786,0.036,0.168,-55.85,111.95,46.32,127,1000
598,1,16.97,0.0,16.807,0.07,0.178,-55.69,111.86,46.35,127,1000
599,1,16.99,0.0,16.853,0.039,0.143,-55.69,111.65,46.37,127,1000
600,1,17.01,0.0,16.84,0.052,0.178,-55.68,111.7,46.4,127,1000
601,1,17.03,0.0,16.864,0.059,0.177,-55.6,111.59,46.43,127,1000
602,1,17.05,0.0,16.907,0.067,0.159,-55.47,111.4,46.45,127,1000
603,1,17.07,0.0,16.936,0.044,0.141,-55.48,111.26,46.48,127,1000
604,1,17.091,0.0,16.939,0.054,0.161,-55.44,111.25,46.5,127,1000
605,1,17.111,0.0,16.969,0.014,0.142,-55.51,111.11,46.53,127,1000
606,1,17.131,0.0,16.989,0.077,0.162,-55.25,111.02,46.56,127,1000
607,1,17.151,0.0,16.995,0.064,0.169,-55.28,110.99,46.58,127,1000
608,1,17.171,0.0,17.029,0.032,0.145,-55.31,110.83,46.61,127,1000
609,1,17.191,0.0,17.034,0.085,0.178,-55.12,110.8,46.64,127,1000
610,1,17.211,0.0,17.065,0.059,0.158,-55.13,110.66,46.66,127,1000
611,1,17.231,0.0,17.058,0.071,0.187,-55.11,110.7,46.69,127,1000
612,1,17.251,0.0,17.091,0.051,0.168,-55.1,110.54,46.72,127,1000
613,1,17.271,0.0,17.128,0.056,0.154,-55.0,110.37,46.74,127,1000
614,1,17.291,0.0,17.127,0.038,0.168,-55.06,110.37,46.77,127,1000
615,1,17.311,0.0,17.135,0.102,0.203,-54.83,110.33,46.8,127,1000
616,1,17.331,0.0,17.16,0.074,0.186,-54.86,110.22,46.82,127,1000
617,1,17.351,0.0,17.204,0.057,0.158,-54.82,110.02,46.85,127,1000
618,1,17.371,0.0,17.225,0.029,0.148,-54.86,109.92,46.88,127,1000
619,1,17.391,0.0,17.269,0.02,0.123,-54.79,109.71,46.9,127,1000
620,1,17.411,0.0,17.26,0.034,0.155,-54.76,109.75,46.93,127,1000
621,1,17.431,0.0,17.287,0.056,0.154,-54.63,109.63,46.96,127,1000
622,1,17.451,0.0,17.292,0.082,0.179,-54.53,109.6,46.99,127,1000
623,1,17.471,0.0,17.322,0.036,0.153,-54.61,109.46,47.01,127,1000
624,1,17.491,0.0,17.331,0.07,0.174,-54.48,109.42,47.04,127,1000
625,1,17.511,0.0,17.367,0.037,0.149,-54.5,109.26,47.07,127,1000
626,1,17.531,0.0,17.368,0.066,0.175,-54.4,109.25,47.1,127,1000
627,1,17.551,0.0,17.39,0.071,0.176,-54.34,109.15,47.13,127,1000
628,1,17.571,0.0,17.405,0.081,0.185,-54.27,109.08,47.15,127,1000
629,1,17.591,0.0,17.423,0.045,0.174,-54.35,108.99,47.18,127,1000
630,1,17.611,0.0,17.454,0.062,0.168,-54.22,108.84,47.21,127,1000
631,1,17.631,0.0,17.465,0.049,0.173,-54.23,108.79,47.24,127,1000
632,1,17.651,0.0,17.528,0.048,0.132,-54.09,108.5,47.27,127,1000
633,1,17.671,0.0,17.538,0.017,0.134,-54.17,108.45,47.29,127,1000
634,1,17.691,0.0,17.554,0.052,0.147,-54.02,108.38,47.32,127,1000
635,1,17.711,0.0,17.561,0.022,0.152,-54.1,108.34,47.35,127,1000
636,1,17.731,0.0,17.597,0.07,0.152,-53.86,108.17,47.38,127,1000
637,1,17.751,0.0,17.593,0.076,0.176,-53.85,108.19,47.41,127,1000
638,1,17.771,0.0,17.606,0.065,0.177,-53.85,108.13,47.44,127,1000
639,1,17.791,0.0,17.644,0.059,0.158,-53.78,107.95,47.47,127,1000
640,1,17.811,0.0,17.656,0.047,0.162,-53.79,107.89,47.5,127,1000
641,1,17.831,0.0,17.668,0.075,0.179,-53.67,107.83,47.52,127,1000
642,1,17.851,0.0,17.684,0.071,0.182,-53.65,107.76,47.55,127,1000
643,1,17.871,0.0,17.74,0.044,0.138,-53.61,107.5,47.58,127,1000
644,1,17.891,0.0,17.741,0.057,0.16,-53.56,107.49,47.61,127,1000
645,1,17.911,0.0,17.748,0.12,0.202,-53.34,107.46,47.64,127,1000
646,1,17.931,0.0,17.774,0.035,0.161,-53.56,107.34,47.67,127,1000
647,1,17.951,0.0,17.813,0.062,0.152,-53.37,107.15,47.7,127,1000
648,1,17.971,0.0,17.83,0.029,0.144,-53.44,107.07,47.73,127,1000
649,1,17.991,0.0,17.852,0.046,0.147,-53.33,106.96,47.76,127,1000
650,1,18.011,0.0,17.856,0.084,0.176,-53.2,106.94,47.79,127,1000
651,1,18.031,0.0,17.898,0.032,0.137,-53.27,106.75,47.82,127,1000
652,1,18.051,0.0,17.911,0.062,0.154,-53.14,106.68,47.85,127,1000
653,1,18.071,0.0,17.928,0.055,0.153,-53.13,106.6,47.88,127,1000
654,1,18.091,0.0,17.944,0.046,0.154,-53.12,106.53,47.91,127,1000
655,1,18.111,0.0,17.938,0.086,0.193,-53.0,106.56,47.94,127,1000
656,1,18.131,0.0,17.996,0.087,0.161,-52.86,106.28,47.97,127,1000
657,1,18.151,0.0,17.985,0.115,0.203,-52.8,106.33,48.0,127,1000
658,1,18.171,0.0,18.039,0.009,0.133,-53.01,106.07,48.03,127,1000
659,1,18.191,0.0,18.018,0.096,0.198,-52.78,106.17,48.06,127,1000
660,1,18.211,0.0,18.073,0.038,0.144,-52.83,105.91,48.09,127,1000
